TOP.5fe6a037.000b1094	START
TOP.5fe6a080.00040256	user_options->outfile_format	3
TOP.5fe6a080.00040256	user_options->wordlist_autohex_disable	0
TOP.5fe6a080.00040256	user_options->potfile_disable	0
TOP.5fe6a080.00040256	user_options->progress_only	0
TOP.5fe6a080.00040256	user_options->quiet	0
TOP.5fe6a080.00040256	user_options->remove	0
TOP.5fe6a080.00040256	user_options->remove_timer	60
TOP.5fe6a080.00040256	user_options->restore	0
TOP.5fe6a080.00040256	user_options->restore_disable	0
TOP.5fe6a080.00040256	user_options->restore_timer	60
TOP.5fe6a080.00040256	user_options->rp_files_cnt	0
TOP.5fe6a080.00040256	user_options->rp_gen	0
TOP.5fe6a080.00040256	user_options->rp_gen_func_max	4
TOP.5fe6a080.00040256	user_options->rp_gen_func_min	1
TOP.5fe6a080.00040256	user_options->rp_gen_seed	0
TOP.5fe6a080.00040256	user_options->runtime	0
TOP.5fe6a080.00040256	user_options->scrypt_tmto	0
TOP.5fe6a080.00040256	user_options->segment_size	33554432
TOP.5fe6a080.00040256	user_options->self_test_disable	0
TOP.5fe6a080.00040256	user_options->slow_candidates	0
TOP.5fe6a080.00040256	user_options->show	0
TOP.5fe6a080.00040256	user_options->speed_only	0
TOP.5fe6a080.00040256	user_options->spin_damp	0
TOP.5fe6a080.00040256	user_options->status	0
TOP.5fe6a080.00040256	user_options->status_json	0
TOP.5fe6a080.00040256	user_options->status_timer	10
TOP.5fe6a080.00040256	user_options->stdout_flag	0
TOP.5fe6a080.00040256	user_options->usage	0
TOP.5fe6a080.00040256	user_options->username	0
TOP.5fe6a080.00040256	user_options->veracrypt_pim_start	485
TOP.5fe6a080.00040256	user_options->veracrypt_pim_stop	485
TOP.5fe6a080.00040256	user_options->version	0
TOP.5fe6a080.00040256	user_options->workload_profile	2
TOP.5fe6a080.00040256	user_options->brain_client	0
TOP.5fe6a080.00040256	user_options->brain_client_features	2
TOP.5fe6a080.00040256	user_options->brain_server	0
TOP.5fe6a080.00040256	user_options->brain_server_timer	300
TOP.5fe6a080.00040256	user_options->brain_port	6863
TOP.5fe6a080.00040256	user_options->brain_session	0
TOP.5fe6a080.00040256	hashes->hashlist_mode	2
TOP.5fe6a080.00040256	hashes->hashlist_format	0
TOP.5fe6a080.00040256	hashes->hashes_cnt	0
TOP.5fe6a080.00040256	hashes->digests_cnt	1
TOP.5fe6a080.00040256	hashes->digests_done	0
TOP.5fe6a080.00040256	hashes->salts_cnt	1
TOP.5fe6a080.00040256	hashes->salts_done	0
TOP.5fe6a080.00040256	SUB.5fe6a080.0008779c	START
TOP.5fe6a080.00040256	SUB.5fe6a080.0008779c	straight_ctx->dict	..\wordlists\wordlist1.txt
TOP.5fe6a080.00040256	SUB.5fe6a080.0008779c	runtime_start	1608949889
TOP.5fe6a080.00040256	SUB.5fe6a080.0008779c	runtime_stop	1608949889
TOP.5fe6a080.00040256	SUB.5fe6a080.0008779c	status-after-work	5
TOP.5fe6a080.00040256	SUB.5fe6a080.0008779c	STOP
TOP.5fe6a080.00040256	proc_start	1608949888
TOP.5fe6a080.00040256	proc_stop	1608949889
TOP.5fe6a080.00040256	STOP
TOP.5fe6a092.00067d4f	START
TOP.5fe6a092.00067d4f	folder_config->cwd	F:\D_Data\neehackAgent\hashcat
TOP.5fe6a092.00067d4f	folder_config->install_dir	.
TOP.5fe6a092.00067d4f	folder_config->profile_dir	.
TOP.5fe6a092.00067d4f	folder_config->session_dir	.
TOP.5fe6a092.00067d4f	folder_config->shared_dir	.
TOP.5fe6a092.00067d4f	user_options->separator	:
TOP.5fe6a092.00067d4f	user_options->encoding_from	utf-8
TOP.5fe6a092.00067d4f	user_options->encoding_to	utf-8
TOP.5fe6a092.00067d4f	user_options->rule_buf_l	:
TOP.5fe6a092.00067d4f	user_options->rule_buf_r	:
TOP.5fe6a092.00067d4f	user_options->session	hashcat
TOP.5fe6a092.00067d4f	user_options->limit	0
TOP.5fe6a092.00067d4f	user_options->skip	0
TOP.5fe6a092.00067d4f	user_options->attack_mode	0
TOP.5fe6a092.00067d4f	user_options->benchmark	0
TOP.5fe6a092.00067d4f	user_options->benchmark_all	0
TOP.5fe6a092.00067d4f	user_options->bitmap_max	18
TOP.5fe6a092.00067d4f	user_options->bitmap_min	16
TOP.5fe6a092.00067d4f	user_options->debug_mode	0
TOP.5fe6a092.00067d4f	user_options->example_hashes	0
TOP.5fe6a092.00067d4f	user_options->force	0
TOP.5fe6a092.00067d4f	user_options->hwmon_disable	0
TOP.5fe6a092.00067d4f	user_options->hwmon_temp_abort	90
TOP.5fe6a092.00067d4f	user_options->hash_mode	0
TOP.5fe6a092.00067d4f	user_options->hex_charset	0
TOP.5fe6a092.00067d4f	user_options->hex_salt	0
TOP.5fe6a092.00067d4f	user_options->hex_wordlist	0
TOP.5fe6a092.00067d4f	user_options->hook_threads	32
TOP.5fe6a092.00067d4f	user_options->increment	0
TOP.5fe6a092.00067d4f	user_options->increment_max	256
TOP.5fe6a092.00067d4f	user_options->increment_min	1
TOP.5fe6a092.00067d4f	user_options->keep_guessing	0
TOP.5fe6a092.00067d4f	user_options->kernel_accel	0
TOP.5fe6a092.00067d4f	user_options->kernel_loops	0
TOP.5fe6a092.00067d4f	user_options->kernel_threads	0
TOP.5fe6a092.00067d4f	user_options->keyspace	0
TOP.5fe6a092.00067d4f	user_options->left	0
TOP.5fe6a092.00067d4f	user_options->logfile_disable	0
TOP.5fe6a092.00067d4f	user_options->loopback	0
TOP.5fe6a092.00067d4f	user_options->machine_readable	0
TOP.5fe6a092.00067d4f	user_options->markov_classic	0
TOP.5fe6a092.00067d4f	user_options->markov_disable	0
TOP.5fe6a092.00067d4f	user_options->markov_threshold	256
TOP.5fe6a092.00067d4f	user_options->backend_info	0
TOP.5fe6a092.00067d4f	user_options->backend_vector_width	0
TOP.5fe6a092.00067d4f	user_options->optimized_kernel_enable	0
TOP.5fe6a092.00067d4f	user_options->outfile_autohex	1
TOP.5fe6a092.00067d4f	user_options->outfile_check_timer	5
TOP.5fe6a092.00067d4f	user_options->outfile_format	3
TOP.5fe6a092.00067d4f	user_options->wordlist_autohex_disable	0
TOP.5fe6a092.00067d4f	user_options->potfile_disable	0
TOP.5fe6a092.00067d4f	user_options->progress_only	0
TOP.5fe6a092.00067d4f	user_options->quiet	0
TOP.5fe6a092.00067d4f	user_options->remove	0
TOP.5fe6a092.00067d4f	user_options->remove_timer	60
TOP.5fe6a092.00067d4f	user_options->restore	0
TOP.5fe6a092.00067d4f	user_options->restore_disable	0
TOP.5fe6a092.00067d4f	user_options->restore_timer	60
TOP.5fe6a092.00067d4f	user_options->rp_files_cnt	0
TOP.5fe6a092.00067d4f	user_options->rp_gen	0
TOP.5fe6a092.00067d4f	user_options->rp_gen_func_max	4
TOP.5fe6a092.00067d4f	user_options->rp_gen_func_min	1
TOP.5fe6a092.00067d4f	user_options->rp_gen_seed	0
TOP.5fe6a092.00067d4f	user_options->runtime	0
TOP.5fe6a092.00067d4f	user_options->scrypt_tmto	0
TOP.5fe6a092.00067d4f	user_options->segment_size	33554432
TOP.5fe6a092.00067d4f	user_options->self_test_disable	0
TOP.5fe6a092.00067d4f	user_options->slow_candidates	0
TOP.5fe6a092.00067d4f	user_options->show	0
TOP.5fe6a092.00067d4f	user_options->speed_only	0
TOP.5fe6a092.00067d4f	user_options->spin_damp	0
TOP.5fe6a092.00067d4f	user_options->status	0
TOP.5fe6a092.00067d4f	user_options->status_json	0
TOP.5fe6a092.00067d4f	user_options->status_timer	10
TOP.5fe6a092.00067d4f	user_options->stdout_flag	0
TOP.5fe6a092.00067d4f	user_options->usage	0
TOP.5fe6a092.00067d4f	user_options->username	0
TOP.5fe6a092.00067d4f	user_options->veracrypt_pim_start	485
TOP.5fe6a092.00067d4f	user_options->veracrypt_pim_stop	485
TOP.5fe6a092.00067d4f	user_options->version	0
TOP.5fe6a092.00067d4f	user_options->workload_profile	2
TOP.5fe6a092.00067d4f	user_options->brain_client	0
TOP.5fe6a092.00067d4f	user_options->brain_client_features	2
TOP.5fe6a092.00067d4f	user_options->brain_server	0
TOP.5fe6a092.00067d4f	user_options->brain_server_timer	300
TOP.5fe6a092.00067d4f	user_options->brain_port	6863
TOP.5fe6a092.00067d4f	user_options->brain_session	0
TOP.5fe6a092.00067d4f	hashes->hashlist_mode	2
TOP.5fe6a092.00067d4f	hashes->hashlist_format	0
TOP.5fe6a092.00067d4f	hashes->hashes_cnt	0
TOP.5fe6a092.00067d4f	hashes->digests_cnt	1
TOP.5fe6a092.00067d4f	hashes->digests_done	0
TOP.5fe6a092.00067d4f	hashes->salts_cnt	1
TOP.5fe6a092.00067d4f	hashes->salts_done	0
TOP.5fe6a092.00067d4f	SUB.5fe6a092.000bafac	START
TOP.5fe6a092.00067d4f	SUB.5fe6a092.000bafac	straight_ctx->dict	..\wordlists\wordlist1.txt
TOP.5fe6a092.00067d4f	SUB.5fe6a092.000bafac	runtime_start	1608949907
TOP.5fe6a092.00067d4f	SUB.5fe6a092.000bafac	runtime_stop	1608949907
TOP.5fe6a092.00067d4f	SUB.5fe6a092.000bafac	status-after-work	5
TOP.5fe6a092.00067d4f	SUB.5fe6a092.000bafac	STOP
TOP.5fe6a092.00067d4f	proc_start	1608949906
TOP.5fe6a092.00067d4f	proc_stop	1608949908
TOP.5fe6a092.00067d4f	STOP
TOP.5fe6a0a4.00075b72	START
TOP.5fe6a0a4.00075b72	folder_config->cwd	F:\D_Data\neehackAgent\hashcat
TOP.5fe6a0a4.00075b72	folder_config->install_dir	.
TOP.5fe6a0a4.00075b72	folder_config->profile_dir	.
TOP.5fe6a0a4.00075b72	folder_config->session_dir	.
TOP.5fe6a0a4.00075b72	folder_config->shared_dir	.
TOP.5fe6a0a4.00075b72	user_options->separator	:
TOP.5fe6a0a4.00075b72	user_options->encoding_from	utf-8
TOP.5fe6a0a4.00075b72	user_options->encoding_to	utf-8
TOP.5fe6a0a4.00075b72	user_options->rule_buf_l	:
TOP.5fe6a0a4.00075b72	user_options->rule_buf_r	:
TOP.5fe6a0a4.00075b72	user_options->session	hashcat
TOP.5fe6a0a4.00075b72	user_options->limit	0
TOP.5fe6a0a4.00075b72	user_options->skip	0
TOP.5fe6a0a4.00075b72	user_options->attack_mode	0
TOP.5fe6a0a4.00075b72	user_options->benchmark	0
TOP.5fe6a0a4.00075b72	user_options->benchmark_all	0
TOP.5fe6a0a4.00075b72	user_options->bitmap_max	18
TOP.5fe6a0a4.00075b72	user_options->bitmap_min	16
TOP.5fe6a0a4.00075b72	user_options->debug_mode	0
TOP.5fe6a0a4.00075b72	user_options->example_hashes	0
TOP.5fe6a0a4.00075b72	user_options->force	0
TOP.5fe6a0a4.00075b72	user_options->hwmon_disable	0
TOP.5fe6a0a4.00075b72	user_options->hwmon_temp_abort	90
TOP.5fe6a0a4.00075b72	user_options->hash_mode	0
TOP.5fe6a0a4.00075b72	user_options->hex_charset	0
TOP.5fe6a0a4.00075b72	user_options->hex_salt	0
TOP.5fe6a0a4.00075b72	user_options->hex_wordlist	0
TOP.5fe6a0a4.00075b72	user_options->hook_threads	32
TOP.5fe6a0a4.00075b72	user_options->increment	0
TOP.5fe6a0a4.00075b72	user_options->increment_max	256
TOP.5fe6a0a4.00075b72	user_options->increment_min	1
TOP.5fe6a0a4.00075b72	user_options->keep_guessing	0
TOP.5fe6a0a4.00075b72	user_options->kernel_accel	0
TOP.5fe6a0a4.00075b72	user_options->kernel_loops	0
TOP.5fe6a0a4.00075b72	user_options->kernel_threads	0
TOP.5fe6a0a4.00075b72	user_options->keyspace	0
TOP.5fe6a0a4.00075b72	user_options->left	0
TOP.5fe6a0a4.00075b72	user_options->logfile_disable	0
TOP.5fe6a0a4.00075b72	user_options->loopback	0
TOP.5fe6a0a4.00075b72	user_options->machine_readable	0
TOP.5fe6a0a4.00075b72	user_options->markov_classic	0
TOP.5fe6a0a4.00075b72	user_options->markov_disable	0
TOP.5fe6a0a4.00075b72	user_options->markov_threshold	256
TOP.5fe6a0a4.00075b72	user_options->backend_info	0
TOP.5fe6a0a4.00075b72	user_options->backend_vector_width	0
TOP.5fe6a0a4.00075b72	user_options->optimized_kernel_enable	0
TOP.5fe6a0a4.00075b72	user_options->outfile_autohex	1
TOP.5fe6a0a4.00075b72	user_options->outfile_check_timer	5
TOP.5fe6a0a4.00075b72	user_options->outfile_format	3
TOP.5fe6a0a4.00075b72	user_options->wordlist_autohex_disable	0
TOP.5fe6a0a4.00075b72	user_options->potfile_disable	0
TOP.5fe6a0a4.00075b72	user_options->progress_only	0
TOP.5fe6a0a4.00075b72	user_options->quiet	0
TOP.5fe6a0a4.00075b72	user_options->remove	0
TOP.5fe6a0a4.00075b72	user_options->remove_timer	60
TOP.5fe6a0a4.00075b72	user_options->restore	0
TOP.5fe6a0a4.00075b72	user_options->restore_disable	0
TOP.5fe6a0a4.00075b72	user_options->restore_timer	60
TOP.5fe6a0a4.00075b72	user_options->rp_files_cnt	0
TOP.5fe6a0a4.00075b72	user_options->rp_gen	0
TOP.5fe6a0a4.00075b72	user_options->rp_gen_func_max	4
TOP.5fe6a0a4.00075b72	user_options->rp_gen_func_min	1
TOP.5fe6a0a4.00075b72	user_options->rp_gen_seed	0
TOP.5fe6a0a4.00075b72	user_options->runtime	0
TOP.5fe6a0a4.00075b72	user_options->scrypt_tmto	0
TOP.5fe6a0a4.00075b72	user_options->segment_size	33554432
TOP.5fe6a0a4.00075b72	user_options->self_test_disable	0
TOP.5fe6a0a4.00075b72	user_options->slow_candidates	0
TOP.5fe6a0a4.00075b72	user_options->show	0
TOP.5fe6a0a4.00075b72	user_options->speed_only	0
TOP.5fe6a0a4.00075b72	user_options->spin_damp	0
TOP.5fe6a0a4.00075b72	user_options->status	0
TOP.5fe6a0a4.00075b72	user_options->status_json	0
TOP.5fe6a0a4.00075b72	user_options->status_timer	10
TOP.5fe6a0a4.00075b72	user_options->stdout_flag	0
TOP.5fe6a0a4.00075b72	user_options->usage	0
TOP.5fe6a0a4.00075b72	user_options->username	0
TOP.5fe6a0a4.00075b72	user_options->veracrypt_pim_start	485
TOP.5fe6a0a4.00075b72	user_options->veracrypt_pim_stop	485
TOP.5fe6a0a4.00075b72	user_options->version	0
TOP.5fe6a0a4.00075b72	user_options->workload_profile	2
TOP.5fe6a0a4.00075b72	user_options->brain_client	0
TOP.5fe6a0a4.00075b72	user_options->brain_client_features	2
TOP.5fe6a0a4.00075b72	user_options->brain_server	0
TOP.5fe6a0a4.00075b72	user_options->brain_server_timer	300
TOP.5fe6a0a4.00075b72	user_options->brain_port	6863
TOP.5fe6a0a4.00075b72	user_options->brain_session	0
TOP.5fe6a0a4.00075b72	hashes->hashlist_mode	2
TOP.5fe6a0a4.00075b72	hashes->hashlist_format	0
TOP.5fe6a0a4.00075b72	hashes->hashes_cnt	0
TOP.5fe6a0a4.00075b72	hashes->digests_cnt	1
TOP.5fe6a0a4.00075b72	hashes->digests_done	0
TOP.5fe6a0a4.00075b72	hashes->salts_cnt	1
TOP.5fe6a0a4.00075b72	hashes->salts_done	0
TOP.5fe6a0a4.00075b72	SUB.5fe6a0a4.000c37c6	START
TOP.5fe6a0a4.00075b72	SUB.5fe6a0a4.000c37c6	straight_ctx->dict	..\wordlists\wordlist1.txt
TOP.5fe6a0a4.00075b72	SUB.5fe6a0a4.000c37c6	runtime_start	1608949925
TOP.5fe6a0a4.00075b72	SUB.5fe6a0a4.000c37c6	runtime_stop	1608949925
TOP.5fe6a0a4.00075b72	SUB.5fe6a0a4.000c37c6	status-after-work	5
TOP.5fe6a0a4.00075b72	SUB.5fe6a0a4.000c37c6	STOP
TOP.5fe6a0a4.00075b72	proc_start	1608949924
TOP.5fe6a0a4.00075b72	proc_stop	1608949926
TOP.5fe6a0a4.00075b72	STOP
TOP.5fe6a0b6.000552be	START
TOP.5fe6a0b6.000552be	folder_config->cwd	F:\D_Data\neehackAgent\hashcat
TOP.5fe6a0b6.000552be	folder_config->install_dir	.
TOP.5fe6a0b6.000552be	folder_config->profile_dir	.
TOP.5fe6a0b6.000552be	folder_config->session_dir	.
TOP.5fe6a0b6.000552be	folder_config->shared_dir	.
TOP.5fe6a0b6.000552be	user_options->separator	:
TOP.5fe6a0b6.000552be	user_options->encoding_from	utf-8
TOP.5fe6a0b6.000552be	user_options->encoding_to	utf-8
TOP.5fe6a0b6.000552be	user_options->rule_buf_l	:
TOP.5fe6a0b6.000552be	user_options->rule_buf_r	:
TOP.5fe6a0b6.000552be	user_options->session	hashcat
TOP.5fe6a0b6.000552be	user_options->limit	0
TOP.5fe6a0b6.000552be	user_options->skip	0
TOP.5fe6a0b6.000552be	user_options->attack_mode	0
TOP.5fe6a0b6.000552be	user_options->benchmark	0
TOP.5fe6a0b6.000552be	user_options->benchmark_all	0
TOP.5fe6a0b6.000552be	user_options->bitmap_max	18
TOP.5fe6a0b6.000552be	user_options->bitmap_min	16
TOP.5fe6a0b6.000552be	user_options->debug_mode	0
TOP.5fe6a0b6.000552be	user_options->example_hashes	0
TOP.5fe6a0b6.000552be	user_options->force	0
TOP.5fe6a0b6.000552be	user_options->hwmon_disable	0
TOP.5fe6a0b6.000552be	user_options->hwmon_temp_abort	90
TOP.5fe6a0b6.000552be	user_options->hash_mode	0
TOP.5fe6a0b6.000552be	user_options->hex_charset	0
TOP.5fe6a0b6.000552be	user_options->hex_salt	0
TOP.5fe6a0b6.000552be	user_options->hex_wordlist	0
TOP.5fe6a0b6.000552be	user_options->hook_threads	32
TOP.5fe6a0b6.000552be	user_options->increment	0
TOP.5fe6a0b6.000552be	user_options->increment_max	256
TOP.5fe6a0b6.000552be	user_options->increment_min	1
TOP.5fe6a0b6.000552be	user_options->keep_guessing	0
TOP.5fe6a0b6.000552be	user_options->kernel_accel	0
TOP.5fe6a0b6.000552be	user_options->kernel_loops	0
TOP.5fe6a0b6.000552be	user_options->kernel_threads	0
TOP.5fe6a0b6.000552be	user_options->keyspace	0
TOP.5fe6a0b6.000552be	user_options->left	0
TOP.5fe6a0b6.000552be	user_options->logfile_disable	0
TOP.5fe6a0b6.000552be	user_options->loopback	0
TOP.5fe6a0b6.000552be	user_options->machine_readable	0
TOP.5fe6a0b6.000552be	user_options->markov_classic	0
TOP.5fe6a0b6.000552be	user_options->markov_disable	0
TOP.5fe6a0b6.000552be	user_options->markov_threshold	256
TOP.5fe6a0b6.000552be	user_options->backend_info	0
TOP.5fe6a0b6.000552be	user_options->backend_vector_width	0
TOP.5fe6a0b6.000552be	user_options->optimized_kernel_enable	0
TOP.5fe6a0b6.000552be	user_options->outfile_autohex	1
TOP.5fe6a0b6.000552be	user_options->outfile_check_timer	5
TOP.5fe6a0b6.000552be	user_options->outfile_format	3
TOP.5fe6a0b6.000552be	user_options->wordlist_autohex_disable	0
TOP.5fe6a0b6.000552be	user_options->potfile_disable	0
TOP.5fe6a0b6.000552be	user_options->progress_only	0
TOP.5fe6a0b6.000552be	user_options->quiet	0
TOP.5fe6a0b6.000552be	user_options->remove	0
TOP.5fe6a0b6.000552be	user_options->remove_timer	60
TOP.5fe6a0b6.000552be	user_options->restore	0
TOP.5fe6a0b6.000552be	user_options->restore_disable	0
TOP.5fe6a0b6.000552be	user_options->restore_timer	60
TOP.5fe6a0b6.000552be	user_options->rp_files_cnt	0
TOP.5fe6a0b6.000552be	user_options->rp_gen	0
TOP.5fe6a0b6.000552be	user_options->rp_gen_func_max	4
TOP.5fe6a0b6.000552be	user_options->rp_gen_func_min	1
TOP.5fe6a0b6.000552be	user_options->rp_gen_seed	0
TOP.5fe6a0b6.000552be	user_options->runtime	0
TOP.5fe6a0b6.000552be	user_options->scrypt_tmto	0
TOP.5fe6a0b6.000552be	user_options->segment_size	33554432
TOP.5fe6a0b6.000552be	user_options->self_test_disable	0
TOP.5fe6a0b6.000552be	user_options->slow_candidates	0
TOP.5fe6a0b6.000552be	user_options->show	0
TOP.5fe6a0b6.000552be	user_options->speed_only	0
TOP.5fe6a0b6.000552be	user_options->spin_damp	0
TOP.5fe6a0b6.000552be	user_options->status	0
TOP.5fe6a0b6.000552be	user_options->status_json	0
TOP.5fe6a0b6.000552be	user_options->status_timer	10
TOP.5fe6a0b6.000552be	user_options->stdout_flag	0
TOP.5fe6a0b6.000552be	user_options->usage	0
TOP.5fe6a0b6.000552be	user_options->username	0
TOP.5fe6a0b6.000552be	user_options->veracrypt_pim_start	485
TOP.5fe6a0b6.000552be	user_options->veracrypt_pim_stop	485
TOP.5fe6a0b6.000552be	user_options->version	0
TOP.5fe6a0b6.000552be	user_options->workload_profile	2
TOP.5fe6a0b6.000552be	user_options->brain_client	0
TOP.5fe6a0b6.000552be	user_options->brain_client_features	2
TOP.5fe6a0b6.000552be	user_options->brain_server	0
TOP.5fe6a0b6.000552be	user_options->brain_server_timer	300
TOP.5fe6a0b6.000552be	user_options->brain_port	6863
TOP.5fe6a0b6.000552be	user_options->brain_session	0
TOP.5fe6a0b6.000552be	hashes->hashlist_mode	2
TOP.5fe6a0b6.000552be	hashes->hashlist_format	0
TOP.5fe6a0b6.000552be	hashes->hashes_cnt	0
TOP.5fe6a0b6.000552be	hashes->digests_cnt	1
TOP.5fe6a0b6.000552be	hashes->digests_done	0
TOP.5fe6a0b6.000552be	hashes->salts_cnt	1
TOP.5fe6a0b6.000552be	hashes->salts_done	0
TOP.5fe6a0b6.000552be	SUB.5fe6a0b6.000a37d2	START
TOP.5fe6a0b6.000552be	SUB.5fe6a0b6.000a37d2	straight_ctx->dict	..\wordlists\wordlist1.txt
TOP.5fe6a0b6.000552be	SUB.5fe6a0b6.000a37d2	runtime_start	1608949943
TOP.5fe6a0b6.000552be	SUB.5fe6a0b6.000a37d2	runtime_stop	1608949943
TOP.5fe6a0b6.000552be	SUB.5fe6a0b6.000a37d2	status-after-work	5
TOP.5fe6a0b6.000552be	SUB.5fe6a0b6.000a37d2	STOP
TOP.5fe6a0b6.000552be	proc_start	1608949942
TOP.5fe6a0b6.000552be	proc_stop	1608949944
TOP.5fe6a0b6.000552be	STOP
TOP.5fe6a0c8.000c1ff4	START
TOP.5fe6a0c8.000c1ff4	folder_config->cwd	F:\D_Data\neehackAgent\hashcat
TOP.5fe6a0c8.000c1ff4	folder_config->install_dir	.
TOP.5fe6a0c8.000c1ff4	folder_config->profile_dir	.
TOP.5fe6a0c8.000c1ff4	folder_config->session_dir	.
TOP.5fe6a0c8.000c1ff4	folder_config->shared_dir	.
TOP.5fe6a0c8.000c1ff4	user_options->separator	:
TOP.5fe6a0c8.000c1ff4	user_options->encoding_from	utf-8
TOP.5fe6a0c8.000c1ff4	user_options->encoding_to	utf-8
TOP.5fe6a0c8.000c1ff4	user_options->rule_buf_l	:
TOP.5fe6a0c8.000c1ff4	user_options->rule_buf_r	:
TOP.5fe6a0c8.000c1ff4	user_options->session	hashcat
TOP.5fe6a0c8.000c1ff4	user_options->limit	0
TOP.5fe6a0c8.000c1ff4	user_options->skip	0
TOP.5fe6a0c8.000c1ff4	user_options->attack_mode	0
TOP.5fe6a0c8.000c1ff4	user_options->benchmark	0
TOP.5fe6a0c8.000c1ff4	user_options->benchmark_all	0
TOP.5fe6a0c8.000c1ff4	user_options->bitmap_max	18
TOP.5fe6a0c8.000c1ff4	user_options->bitmap_min	16
TOP.5fe6a0c8.000c1ff4	user_options->debug_mode	0
TOP.5fe6a0c8.000c1ff4	user_options->example_hashes	0
TOP.5fe6a0c8.000c1ff4	user_options->force	0
TOP.5fe6a0c8.000c1ff4	user_options->hwmon_disable	0
TOP.5fe6a0c8.000c1ff4	user_options->hwmon_temp_abort	90
TOP.5fe6a0c8.000c1ff4	user_options->hash_mode	0
TOP.5fe6a0c8.000c1ff4	user_options->hex_charset	0
TOP.5fe6a0c8.000c1ff4	user_options->hex_salt	0
TOP.5fe6a0c8.000c1ff4	user_options->hex_wordlist	0
TOP.5fe6a0c8.000c1ff4	user_options->hook_threads	32
TOP.5fe6a0c8.000c1ff4	user_options->increment	0
TOP.5fe6a0c8.000c1ff4	user_options->increment_max	256
TOP.5fe6a0c8.000c1ff4	user_options->increment_min	1
TOP.5fe6a0c8.000c1ff4	user_options->keep_guessing	0
TOP.5fe6a0c8.000c1ff4	user_options->kernel_accel	0
TOP.5fe6a0c8.000c1ff4	user_options->kernel_loops	0
TOP.5fe6a0c8.000c1ff4	user_options->kernel_threads	0
TOP.5fe6a0c8.000c1ff4	user_options->keyspace	0
TOP.5fe6a0c8.000c1ff4	user_options->left	0
TOP.5fe6a0c8.000c1ff4	user_options->logfile_disable	0
TOP.5fe6a0c8.000c1ff4	user_options->loopback	0
TOP.5fe6a0c8.000c1ff4	user_options->machine_readable	0
TOP.5fe6a0c8.000c1ff4	user_options->markov_classic	0
TOP.5fe6a0c8.000c1ff4	user_options->markov_disable	0
TOP.5fe6a0c8.000c1ff4	user_options->markov_threshold	256
TOP.5fe6a0c8.000c1ff4	user_options->backend_info	0
TOP.5fe6a0c8.000c1ff4	user_options->backend_vector_width	0
TOP.5fe6a0c8.000c1ff4	user_options->optimized_kernel_enable	0
